chip_peak_id	nearby_BCOR_in_adult	nearby_BCOR_in_P0
CRX.3168	0	0
CRX.3177	0	0
CRX.3178	0	0
CRX.3179	0	0
CRX.3180	0	0
CRX.3181	0	0
CRX.3185	1	0
CRX.3190	1	0
CRX.3193	0	0
CRX.3195	0	0
CRX.3198	0	0
CRX.3210	0	0
CRX.3211	0	0
CRX.3215	0	0
CRX.3217	0	0
CRX.3218	0	0
CRX.3221	0	0
CRX.3225	0	0
CRX.3227	0	0
CRX.3228	0	0
CRX.3229	0	0
CRX.3233	2	2
CRX.3235	0	0
CRX.3238	0	1
CRX.3239	0	0
CRX.3243	0	0
CRX.3245	0	1
CRX.3246	0	0
CRX.3247	0	0
CRX.3248	0	0
CRX.3249	2	2
CRX.3250	0	0
CRX.3251	0	0
CRX.3253	0	0
CRX.3259	0	0
CRX.3262	1	0
CRX.3263	0	0
CRX.3275	0	0
CRX.3281	0	0
CRX.3283	0	0
CRX.3284	2	2
CRX.3288	0	0
CRX.3289	0	0
CRX.3297	0	0
CRX.3305	0	0
CRX.3310	0	2
CRX.3311	0	0
CRX.3314	2	0
CRX.3315	0	1
CRX.3316	0	0
CRX.3318	0	0
CRX.3324	0	1
CRX.3326	0	0
CRX.3338	0	0
CRX.3345	0	0
CRX.3351	0	0
CRX.3353	0	0
CRX.3356	0	0
CRX.3357	0	0
CRX.3360	0	1
CRX.3361	0	0
CRX.3362	0	0
CRX.3369	0	0
CRX.3373	2	2
CRX.3383	0	0
CRX.3386	0	0
CRX.3389	1	2
CRX.3392	0	0
CRX.3394	0	0
CRX.3396	2	2
CRX.3400	0	0
CRX.3409	0	0
CRX.3410	1	0
CRX.3415	0	0
CRX.3417	0	0
CRX.3418	0	0
CRX.3420	0	0
CRX.3423	0	0
CRX.3424	0	0
CRX.3431	0	0
CRX.3434	0	0
CRX.3435	0	0
CRX.3436	0	0
CRX.3441	0	0
CRX.3453	0	0
CRX.3454	0	0
CRX.3458	0	0
CRX.3464	0	1
CRX.3465	0	0
CRX.3468	1	0
CRX.3475	0	0
CRX.3476	0	0
CRX.3480	0	0
CRX.3490	0	0
CRX.3494	0	0
CRX.3495	0	0
CRX.3505	0	0
CRX.3516	0	0
CRX.3517	0	0
CRX.3519	0	0
CRX.3527	0	0
CRX.3528	0	0
CRX.3531	0	0
CRX.3532	0	0
CRX.3541	0	0
CRX.3545	0	0
CRX.3546	2	0
CRX.3549	0	0
CRX.3552	0	0
CRX.3554	0	0
CRX.3557	0	0
CRX.3560	0	0
CRX.3561	0	0
CRX.3562	0	0
CRX.3568	0	0
CRX.3575	0	0
CRX.3577	0	0
CRX.3580	0	0
CRX.3585	0	0
CRX.3586	0	0
CRX.3595	0	0
CRX.3601	0	0
CRX.3615	0	0
CRX.3619	0	0
CRX.3623	0	0
CRX.3624	0	0
CRX.3627	0	0
CRX.3628	0	0
CRX.3631	0	0
CRX.3632	0	0
CRX.3635	0	0
CRX.3639	0	0
CRX.3646	2	1
CRX.3648	0	0
CRX.3649	0	0
CRX.3656	0	0
CRX.3657	0	0
CRX.3660	0	0
CRX.3668	0	2
CRX.3677	0	0
CRX.3679	0	0
CRX.3680	0	0
CRX.3684	1	0
CRX.3687	1	2
CRX.3690	2	1
CRX.3692	0	0
CRX.3695	0	0
CRX.3698	0	0
CRX.3705	0	0
CRX.3709	0	0
CRX.3715	0	0
CRX.3720	0	0
CRX.3721	2	0
CRX.3722	2	0
CRX.3723	0	0
CRX.3724	0	0
CRX.3731	0	0
CRX.3737	0	0
CRX.3738	0	1
CRX.3742	0	0
CRX.3743	0	0
CRX.3747	0	0
CRX.3749	0	0
CRX.3750	0	0
CRX.3755	0	0
CRX.3757	1	0
CRX.3758	0	0
CRX.3764	0	0
CRX.3765	0	0
CRX.3771	0	0
CRX.3774	0	0
CRX.3776	0	0
CRX.3785	0	0
CRX.3787	0	0
CRX.3788	0	0
CRX.3792	0	1
CRX.3794	1	0
CRX.3797	1	0
CRX.3800	2	2
CRX.3803	0	0
CRX.3806	0	1
CRX.3807	2	2
CRX.3809	0	0
CRX.3816	1	0
CRX.3819	0	0
CRX.3822	0	0
CRX.3830	0	1
CRX.3831	0	0
CRX.3832	1	0
CRX.3835	0	0
CRX.3842	0	0
CRX.3852	0	0
CRX.3855	0	0
CRX.3856	0	0
CRX.3858	1	1
CRX.3859	0	0
CRX.3861	0	0
CRX.3865	0	0
CRX.3870	0	0
CRX.3871	0	0
CRX.3872	0	0
CRX.3877	0	0
CRX.3878	0	0
CRX.3890	1	0
CRX.3894	0	0
CRX.3898	0	0
CRX.3900	0	0
CRX.3901	0	0
CRX.3912	1	2
CRX.3914	0	0
CRX.3917	0	0
CRX.3918	0	0
CRX.3930	0	0
CRX.3932	0	0
CRX.3934	1	1
CRX.3940	0	0
CRX.3941	1	0
CRX.3944	0	0
CRX.3950	0	0
CRX.3953	2	2
CRX.3958	1	0
CRX.3962	0	0
CRX.3971	0	0
CRX.3977	0	0
CRX.3980	0	0
CRX.3981	0	0
CRX.3986	0	1
CRX.3990	2	2
CRX.3993	0	0
CRX.3994	0	0
CRX.4006	0	0
CRX.4009	1	1
CRX.4022	0	0
CRX.4025	0	0
CRX.4027	0	0
CRX.4030	0	0
CRX.4034	0	0
CRX.4037	0	0
CRX.4046	0	0
CRX.4066	0	2
CRX.4068	0	0
CRX.4069	1	1
CRX.4071	0	0
CRX.4079	2	2
CRX.4080	0	2
CRX.4082	0	0
CRX.4088	0	0
CRX.4092	0	0
CRX.4094	0	0
CRX.4096	0	0
CRX.4098	0	0
CRX.4100	0	0
CRX.4101	0	0
CRX.4102	0	0
CRX.4104	0	0
CRX.4107	2	1
CRX.4110	0	2
CRX.4112	0	0
CRX.4116	0	0
CRX.4124	0	0
CRX.4127	0	0
CRX.4128	0	0
CRX.4134	0	0
CRX.4135	0	2
CRX.4136	0	0
CRX.4138	0	0
CRX.4146	0	0
CRX.4149	0	0
CRX.4151	0	0
CRX.4153	0	0
CRX.4159	0	0
CRX.4162	0	0
CRX.4163	0	1
CRX.4166	0	0
CRX.4167	0	0
CRX.4181	0	0
CRX.4186	0	0
CRX.4187	0	0
CRX.4189	0	0
CRX.4191	2	0
CRX.4201	0	0
CRX.4210	1	2
CRX.4214	0	0
CRX.4216	1	1
CRX.4222	0	0
CRX.4226	0	0
CRX.4229	0	0
CRX.4237	0	0
CRX.4239	1	0
CRX.4242	0	0
CRX.4244	2	0
CRX.4245	0	0
CRX.4246	0	0
CRX.4248	0	0
CRX.4250	0	2
CRX.4252	0	0
CRX.4255	1	0
CRX.4257	1	0
CRX.4259	0	0
CRX.4260	0	0
CRX.4266	0	0
CRX.4267	0	0
CRX.4268	0	0
CRX.4272	0	0
CRX.4273	0	0
CRX.4278	0	0
CRX.4281	1	0
CRX.4285	1	1
CRX.4290	0	0
CRX.4291	0	0
CRX.4294	0	0
CRX.4295	0	0
CRX.4299	0	0
CRX.4306	2	2
CRX.4307	0	0
CRX.4310	1	0
CRX.4312	0	0
CRX.4314	0	0
CRX.4317	0	0
CRX.4319	0	0
CRX.4324	0	0
CRX.4330	0	0
CRX.4333	0	0
CRX.4335	0	2
CRX.4337	0	0
CRX.4339	2	1
CRX.4340	0	0
CRX.4344	0	0
CRX.4345	0	0
CRX.4350	1	0
CRX.4354	2	0
CRX.4360	0	0
CRX.4361	0	0
CRX.4365	0	0
CRX.4368	1	0
CRX.4369	0	0
CRX.4371	0	0
CRX.4373	0	0
CRX.4375	0	0
CRX.4379	0	0
CRX.4383	0	0
CRX.4387	0	0
CRX.4391	0	0
CRX.4394	0	0
CRX.4395	0	0
CRX.4397	1	0
CRX.4399	0	0
CRX.4409	0	0
CRX.4415	2	2
CRX.4417	2	2
CRX.4418	0	1
CRX.4430	0	2
CRX.4431	0	0
CRX.4432	0	2
CRX.4439	0	0
CRX.4440	0	2
CRX.4441	0	0
CRX.4442	1	0
CRX.4443	1	0
CRX.4444	1	0
CRX.4446	0	0
CRX.4448	0	0
CRX.4449	0	0
CRX.4451	0	0
CRX.4452	0	0
CRX.4455	0	0
CRX.4457	2	2
CRX.4458	0	0
CRX.4459	0	1
CRX.4463	0	0
CRX.4470	0	0
CRX.4475	0	0
CRX.4476	0	0
CRX.4477	0	0
CRX.4481	1	0
CRX.4496	2	2
CRX.4504	0	0
CRX.4514	0	0
CRX.4515	0	0
CRX.4518	0	1
CRX.4524	0	0
CRX.4526	0	0
CRX.4529	0	0
CRX.4530	0	0
CRX.4531	0	0
CRX.4532	0	0
CRX.4539	1	0
CRX.4541	0	2
CRX.4549	0	0
CRX.4550	2	1
CRX.4564	0	0
CRX.4566	0	0
CRX.4571	0	0
CRX.4576	0	0
CRX.4578	0	0
CRX.4583	1	1
CRX.4586	0	0
CRX.4588	0	1
CRX.4589	1	2
CRX.4597	0	1
CRX.4599	1	0
CRX.4600	0	0
CRX.4601	1	0
CRX.4602	0	0
CRX.4604	0	0
CRX.4605	0	0
CRX.4606	0	0
CRX.4608	0	0
CRX.4622	0	0
CRX.4629	0	0
CRX.4646	0	0
CRX.4647	0	0
CRX.4650	0	0
CRX.4652	1	2
CRX.4657	1	2
CRX.4663	0	0
CRX.4668	0	0
CRX.4673	1	0
CRX.4678	1	2
CRX.4681	2	2
CRX.4690	0	0
CRX.4691	0	0
CRX.4699	2	0
CRX.4704	0	0
CRX.4708	0	0
CRX.4712	0	0
CRX.4716	0	0
CRX.4717	2	2
CRX.4721	0	0
CRX.4728	0	0
CRX.4730	0	0
CRX.4732	0	0
CRX.4735	2	2
CRX.4739	0	0
CRX.4740	0	2
CRX.4742	0	0
CRX.4746	0	0
CRX.4750	0	0
CRX.4752	0	0
CRX.4755	1	2
CRX.4756	2	2
CRX.4758	0	0
CRX.4759	0	0
CRX.4761	0	0
CRX.4762	0	0
CRX.4766	0	2
CRX.4768	0	0
CRX.4772	0	0
CRX.4775	0	0
CRX.4777	0	0
CRX.4785	1	0
CRX.4787	2	0
CRX.4788	2	1
CRX.4790	0	0
CRX.4794	0	0
CRX.4801	1	0
CRX.4802	0	0
CRX.4809	0	0
CRX.4813	0	1
CRX.4819	0	0
CRX.4822	0	0
CRX.4830	2	0
CRX.4836	0	0
CRX.4838	0	0
CRX.4849	0	0
CRX.4852	0	0
CRX.4856	0	1
CRX.4859	0	0
CRX.4862	1	0
CRX.4864	1	2
CRX.4866	0	2
CRX.4867	0	0
CRX.4869	0	1
CRX.4870	0	2
CRX.4875	0	0
CRX.4878	0	0
CRX.4879	0	0
CRX.4881	1	0
CRX.4882	0	0
CRX.4885	0	0
CRX.4888	0	0
CRX.4893	0	0
CRX.4894	0	0
CRX.4895	1	0
CRX.4898	0	0
CRX.4899	0	0
CRX.4904	0	0
CRX.4908	0	0
CRX.4910	0	0
CRX.4916	0	0
CRX.4918	0	0
CRX.4921	1	2
CRX.4923	0	2
CRX.4927	0	0
CRX.4949	0	0
CRX.4955	0	0
CRX.4956	2	2
CRX.4957	0	0
CRX.4961	0	0
CRX.4968	0	0
CRX.4972	2	0
CRX.4977	0	0
CRX.4978	1	1
CRX.4983	0	0
CRX.4987	0	0
CRX.4990	0	0
CRX.4994	1	2
CRX.4995	1	0
CRX.4999	0	0
CRX.5002	1	0
CRX.5004	0	2
CRX.5005	2	2
CRX.5014	0	0
CRX.5016	1	0
CRX.5022	0	0
CRX.5025	0	0
CRX.5027	0	0
CRX.5031	1	0
CRX.5035	0	0
CRX.5038	0	0
CRX.5039	0	0
CRX.5041	0	0
CRX.5045	1	0
CRX.5050	2	2
CRX.5056	0	1
CRX.5057	2	1
CRX.5058	1	2
CRX.5064	0	2
CRX.5066	0	0
CRX.5068	0	1
CRX.5071	2	1
CRX.5072	0	0
CRX.5086	0	0
CRX.5097	0	0
CRX.5099	0	2
CRX.5100	0	0
CRX.5107	0	0
CRX.5112	1	2
CRX.5115	0	0
CRX.5116	0	0
CRX.5119	2	2
CRX.5125	2	2
CRX.5143	1	2
CRX.5152	2	2
CRX.5163	2	2
CRX.5171	0	0
CRX.5173	2	1
CRX.5177	0	0
CRX.5186	0	0
CRX.5187	0	2
CRX.5196	1	2
CRX.5198	0	0
CRX.5201	0	0
CRX.5209	0	0
CRX.5211	0	0
CRX.5215	0	0
CRX.5218	0	0
CRX.5222	0	0
CRX.5225	0	0
CRX.5226	0	0
CRX.5231	2	2
CRX.5232	2	2
CRX.5236	0	0
CRX.5239	0	1
CRX.5242	0	0
CRX.5250	0	0
CRX.5251	0	0
CRX.5257	2	1
CRX.5260	0	2
CRX.5262	0	0
CRX.5264	1	0
CRX.5266	0	2
CRX.5268	1	0
CRX.5269	0	0
CRX.5281	0	0
CRX.5282	0	0
CRX.5291	0	0
CRX.5296	1	0
CRX.5297	0	0
CRX.5301	0	0
CRX.5306	0	0
CRX.5308	0	0
CRX.5315	0	0
CRX.5321	0	1
CRX.5324	0	0
CRX.5330	0	0
CRX.5335	0	0
CRX.5339	0	0
CRX.5341	0	0
CRX.5346	0	0
CRX.5349	0	0
CRX.5353	0	0
CRX.5359	0	0
CRX.5363	0	0
CRX.5368	0	0
CRX.5369	0	0
CRX.5370	0	0
CRX.5372	0	0
CRX.5373	0	0
CRX.5392	0	0
CRX.5395	0	0
CRX.5405	0	0
CRX.5409	0	0
CRX.5410	0	0
CRX.5413	0	0
CRX.5418	0	0
CRX.5421	0	0
CRX.5425	0	0
CRX.5431	0	0
CRX.5435	0	0
CRX.5437	0	0
CRX.5442	1	0
CRX.5444	1	0
CRX.5453	0	0
CRX.5456	1	2
CRX.5460	2	2
CRX.5462	0	0
CRX.5463	0	0
CRX.5470	0	0
CRX.5473	0	0
CRX.5479	1	0
CRX.5480	0	0
CRX.5483	0	0
CRX.5484	0	1
CRX.5485	0	0
CRX.5494	1	0
CRX.5495	0	0
CRX.5510	0	0
CRX.5513	0	0
CRX.5514	0	0
CRX.5516	0	0
CRX.5523	0	0
CRX.5525	0	0
CRX.5534	0	0
CRX.5536	0	0
CRX.5538	0	0
CRX.5539	0	0
CRX.5545	0	0
CRX.5546	0	0
CRX.5560	1	2
CRX.5562	0	0
CRX.5563	0	0
CRX.5564	0	0
CRX.5566	1	0
CRX.5567	0	0
CRX.5573	0	0
CRX.5577	0	0
CRX.5578	0	0
CRX.5582	1	0
CRX.5586	0	0
CRX.5588	0	0
CRX.5590	0	0
CRX.5593	0	0
CRX.5596	0	0
CRX.5597	0	1
CRX.5598	1	0
CRX.5607	0	0
CRX.5610	0	0
CRX.5611	0	1
CRX.5613	0	0
CRX.5616	0	0
CRX.5617	0	1
CRX.5619	0	0
CRX.5623	0	0
CRX.5629	0	0
CRX.5634	0	0
CRX.5636	0	0
CRX.5637	0	0
CRX.5638	0	0
CRX.5639	1	0
CRX.5644	0	1
CRX.5662	0	0
CRX.5671	0	1
CRX.5681	0	0
CRX.5685	0	0
CRX.5691	0	0
CRX.5694	0	0
CRX.5703	0	0
CRX.5712	0	0
CRX.5714	0	0
CRX.5715	1	0
CRX.5716	0	0
CRX.5718	0	0
CRX.5724	0	0
CRX.5731	0	0
CRX.5734	0	2
CRX.5737	1	2
CRX.5745	1	2
CRX.5747	0	0
CRX.5749	0	0
CRX.5752	0	0
CRX.5758	1	2
CRX.5764	0	0
CRX.5768	1	2
CRX.5775	0	0
CRX.5778	0	0
CRX.5782	2	2
CRX.5785	0	0
CRX.5787	0	0
CRX.5790	0	2
CRX.5794	0	0
CRX.5797	0	0
CRX.5798	0	0
CRX.5800	0	0
CRX.5801	0	0
CRX.5806	0	0
CRX.5808	0	0
CRX.5809	1	1
CRX.5810	0	0
CRX.5812	0	0
CRX.5817	0	0
CRX.5820	2	2
CRX.5821	0	0
CRX.5822	0	0
CRX.5827	0	0
CRX.5828	0	0
CRX.5835	0	1
CRX.5840	0	0
CRX.5844	0	0
CRX.5852	0	1
CRX.5856	0	0
CRX.5858	0	0
CRX.5862	0	0
CRX.5865	0	0
CRX.5871	0	0
CRX.5872	0	0
CRX.5874	0	1
CRX.5884	2	2
CRX.5887	0	2
CRX.5891	0	0
CRX.5893	0	0
CRX.5894	0	0
CRX.5900	0	0
CRX.5902	0	0
CRX.5905	0	0
CRX.5906	0	0
CRX.5907	0	0
CRX.5911	0	0
CRX.5912	2	2
CRX.5923	0	0
CRX.5929	0	1
CRX.5934	0	0
CRX.5941	0	0
CRX.5942	0	0
CRX.5943	0	0
CRX.5945	0	0
CRX.5951	0	0
CRX.5954	0	0
CRX.5956	0	0
CRX.5957	0	0
CRX.5963	0	0
CRX.5964	0	0
CRX.5970	0	0
CRX.5972	2	0
CRX.5973	0	0
CRX.5977	0	0
CRX.5981	0	0
CRX.5986	0	0
CRX.5987	0	0
CRX.5989	0	0
CRX.5993	0	0
CRX.5994	0	0
CRX.6002	2	1
CRX.6004	0	0
CRX.6005	0	0
CRX.6006	0	0
CRX.6007	0	0
CRX.6010	0	0
CRX.6013	0	0
CRX.6026	0	0
CRX.6027	0	0
CRX.6028	0	0
CRX.6029	0	0
CRX.6030	0	0
CRX.6031	0	0
CRX.6033	0	0
CRX.6037	0	0
CRX.6046	0	0
CRX.6051	1	0
CRX.6052	1	0
CRX.6056	0	0
CRX.6059	0	0
CRX.6063	0	0
CRX.6066	1	1
CRX.6070	2	0
CRX.6072	0	0
CRX.6076	0	0
CRX.6078	0	2
CRX.6083	0	0
CRX.6088	0	0
CRX.6092	0	0
CRX.6095	0	0
CRX.6097	0	0
CRX.6099	0	0
CRX.6100	0	0
CRX.6104	0	0
CRX.6108	0	0
CRX.6109	0	0
CRX.6110	0	0
CRX.6115	0	0
CRX.6119	0	0
CRX.6122	0	0
CRX.6124	0	0
CRX.6125	0	0
CRX.6136	0	0
CRX.6139	0	0
CRX.6145	0	0
CRX.6148	1	0
CRX.6150	0	0
CRX.6151	0	0
CRX.6156	2	2
CRX.6158	0	0
CRX.6162	0	0
CRX.6181	0	0
CRX.6188	0	0
CRX.6191	0	0
CRX.6196	0	0
CRX.6198	0	1
CRX.6199	0	0
CRX.6203	0	2
CRX.6207	0	0
CRX.6213	0	2
CRX.6214	0	0
CRX.6223	1	2
CRX.6224	0	0
CRX.6230	0	0
CRX.6236	0	0
CRX.6248	0	0
CRX.6251	0	0
CRX.6258	0	0
CRX.6273	0	0
CRX.6280	1	0
CRX.6286	0	0
CRX.6287	0	0
CRX.6288	0	0
CRX.6289	0	0
CRX.6290	0	1
CRX.6291	0	0
CRX.6293	0	0
CRX.6296	0	0
CRX.6297	0	0
CRX.6299	0	1
CRX.6303	1	0
CRX.6308	0	0
CRX.6316	0	1
CRX.6318	0	0
CRX.6319	0	2
CRX.6320	1	0
CRX.6321	0	0
CRX.6329	0	0
CRX.6340	0	0
CRX.6342	0	0
